recid	lon	lat	avgt
63608515000	 -25.17	 36.97	 14.75
63822113000	  33.05	 68.97	-11.39
63827612000	  37.62	 55.83	 -9.36
64308001000	  -8.42	 43.37	 10.14
64308141000	  -4.77	 41.65	  4.08
64308306000	   2.73	 39.55	  11.1
64308314000	   4.30	 39.90	 11.06
64308359000	  -0.50	 38.37	 11.87
64308449000	  -6.35	 36.65	 11.77
64502080000	  22.50	 68.45	-14.99
64502196000	  24.15	 65.83	-12.22
64502226000	  14.50	 63.18	 -8.52
64502418000	  13.47	 59.37	 -5.19
64502512000	  11.88	 57.78	 -1.31
64502550000	  14.08	 57.77	 -3.41
64502590000	  18.35	 57.67	 -1.19
64606660000	   8.57	 47.38	 -0.42
64606680000	   9.35	 47.25	 -8.86
64606700000	   6.13	 46.25	  0.49
64606770000	   8.97	 46.00	   2.8
64917022000	  31.80	 41.45	  7.32
64917030000	  36.33	 41.28	   8.4
64917034000	  38.40	 40.92	  8.68
64917050000	  26.57	 41.67	  3.62
64917062000	  29.08	 40.97	  6.49
64917074000	  33.77	 41.37	  0.66
64917084000	  34.97	 40.55	  1.71
64917090000	  37.02	 39.75	  -1.1
64917092000	  39.50	 39.73	 -1.22
64917098000	  43.08	 40.60	 -8.45
64917112000	  26.40	 40.13	  7.23
64917116000	  29.07	 40.18	  6.33
64917130000	  32.90	 40.00	  2.04
64917188000	  29.42	 38.67	  3.59
64917190000	  30.53	 38.75	  1.82
64917210000	  42.00	 37.93	   4.2
64917240000	  30.55	 37.75	  3.35
64917250000	  34.68	 37.97	  1.74
64917255000	  36.93	 37.60	  6.49
64917270000	  38.77	 37.13	  6.65
64917280000	  40.18	 37.88	  4.44
64917292000	  28.35	 37.20	  6.43
64917300000	  30.73	 36.70	 11.37
65103005000	  -1.18	 60.13	  3.11
65103026000	  -6.32	 58.22	  4.26
65103091000	  -2.22	 57.20	  2.58
65103100000	  -6.88	 56.50	  5.04
65103160000	  -3.35	 55.95	  3.13
65103162000	  -3.20	 55.32	  1.66
65103302000	  -4.53	 53.25	   5.2
65103334000	  -2.27	 53.35	  3.53
65103377000	  -0.52	 53.17	  2.91
65103715000	  -3.40	 51.40	  3.95
65103776000	  -0.18	 51.15	  3.28
65103862000	  -1.83	 50.78	  4.05
65103917000	  -6.22	 54.65	  3.65
65408522000	 -16.90	 32.63	 16.11
70089564000	  62.87	-67.60	 -1.48
