recid	lon	lat	avgt
63827612000	  37.62	 55.83	 -6.56
64308001000	  -8.42	 43.37	 11.43
64308141000	  -4.77	 41.65	  5.69
64308306000	   2.73	 39.55	 10.52
64308314000	   4.30	 39.90	 11.97
64308359000	  -0.50	 38.37	 12.69
64308449000	  -6.35	 36.65	 12.87
64502080000	  22.50	 68.45	-12.28
64502196000	  24.15	 65.83	 -8.91
64502226000	  14.50	 63.18	 -6.09
64502418000	  13.47	 59.37	 -3.04
64502512000	  11.88	 57.78	 -0.55
64502550000	  14.08	 57.77	 -2.74
64502590000	  18.35	 57.67	 -0.19
64606660000	   8.57	 47.38	  1.54
64606680000	   9.35	 47.25	 -6.06
64606700000	   6.13	 46.25	  3.16
64606770000	   8.97	 46.00	  4.58
64917022000	  31.80	 41.45	  6.65
64917030000	  36.33	 41.28	  7.53
64917034000	  38.40	 40.92	   7.6
64917050000	  26.57	 41.67	  3.91
64917062000	  29.08	 40.97	  6.84
64917074000	  33.77	 41.37	  1.11
64917084000	  34.97	 40.55	  1.57
64917090000	  37.02	 39.75	 -0.93
64917092000	  39.50	 39.73	 -0.33
64917098000	  43.08	 40.60	 -7.67
64917112000	  26.40	 40.13	  7.15
64917116000	  29.07	 40.18	  6.35
64917130000	  32.90	 40.00	  2.47
64917188000	  29.42	 38.67	  3.72
64917190000	  30.53	 38.75	  2.07
64917210000	  42.00	 37.93	  4.19
64917240000	  30.55	 37.75	  3.15
64917250000	  34.68	 37.97	  1.37
64917255000	  36.93	 37.60	  6.49
64917270000	  38.77	 37.13	  7.18
64917280000	  40.18	 37.88	   3.4
64917292000	  28.35	 37.20	  6.47
64917300000	  30.73	 36.70	 10.22
65103005000	  -1.18	 60.13	  3.59
65103026000	  -6.32	 58.22	  4.78
65103091000	  -2.22	 57.20	  3.79
65103100000	  -6.88	 56.50	  5.67
65103160000	  -3.35	 55.95	  4.05
65103162000	  -3.20	 55.32	  2.51
65103302000	  -4.53	 53.25	  6.06
65103334000	  -2.27	 53.35	   4.7
65103377000	  -0.52	 53.17	   4.2
65103715000	  -3.40	 51.40	  5.47
65103776000	  -0.18	 51.15	  5.15
65103862000	  -1.83	 50.78	  5.57
65103917000	  -6.22	 54.65	  4.78
65408522000	 -16.90	 32.63	 16.65
70089564000	  62.87	-67.60	 -1.98
