recid	lon	lat	avgd
64502196000	  24.15	 65.83	  3.31
64502226000	  14.50	 63.18	  2.43
64502418000	  13.47	 59.37	  2.15
64502512000	  11.88	 57.78	  0.76
64502550000	  14.08	 57.77	  0.67
64502590000	  18.35	 57.67	   1.0
64606660000	   8.57	 47.38	  1.96
64606680000	   9.35	 47.25	   2.8
64606700000	   6.13	 46.25	  2.67
64606770000	   8.97	 46.00	  1.78
64917022000	  31.80	 41.45	 -0.67
64917030000	  36.33	 41.28	 -0.87
64917034000	  38.40	 40.92	 -1.08
64917050000	  26.57	 41.67	  0.29
64917062000	  29.08	 40.97	  0.35
64917074000	  33.77	 41.37	  0.45
64917084000	  34.97	 40.55	 -0.14
64917090000	  37.02	 39.75	  0.17
64917092000	  39.50	 39.73	  0.89
64917098000	  43.08	 40.60	  0.78
64917112000	  26.40	 40.13	 -0.08
64917116000	  29.07	 40.18	  0.02
64917130000	  32.90	 40.00	  0.43
64917188000	  29.42	 38.67	  0.13
64917190000	  30.53	 38.75	  0.25
64917210000	  42.00	 37.93	 -0.01
64917240000	  30.55	 37.75	  -0.2
64917250000	  34.68	 37.97	 -0.37
64917255000	  36.93	 37.60	   0.0
64917270000	  38.77	 37.13	  0.53
64917280000	  40.18	 37.88	 -1.04
64917292000	  28.35	 37.20	  0.04
64917300000	  30.73	 36.70	 -1.15
65103005000	  -1.18	 60.13	  0.48
65103026000	  -6.32	 58.22	  0.52
65103091000	  -2.22	 57.20	  1.21
65103100000	  -6.88	 56.50	  0.63
65103160000	  -3.35	 55.95	  0.92
65103162000	  -3.20	 55.32	  0.85
65103302000	  -4.53	 53.25	  0.86
65103334000	  -2.27	 53.35	  1.17
65103377000	  -0.52	 53.17	  1.29
65103715000	  -3.40	 51.40	  1.52
65103776000	  -0.18	 51.15	  1.87
65103862000	  -1.83	 50.78	  1.52
65103917000	  -6.22	 54.65	  1.13
65408522000	 -16.90	 32.63	  0.54
70089564000	  62.87	-67.60	  -0.5
